Fetching http://192.168.10.126/log ...
Log offsets: tail=0  head=7828  entries=195
Device: version=?  time=1775668119
Time                     State                           Bat(V)  Drive(A)  Jack(A)  Aux(A)  Counter  Stable  Raw     DrHeat  JkHeat  AxHeat
2026-04-08 16:59:36.846  IDLE                            13.104  -0.01     2.10     -0.03   0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:36.865  IDLE                            13.111  0.45      1.90     0.09    0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:36.885  IDLE                            13.134  0.07      1.33     0.18    0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:36.906  IDLE                            13.161  -0.24     1.43     0.15    0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:36.925  IDLE                            13.140  0.82      1.11     -0.19   0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:36.946  IDLE                            13.153  -0.01     1.83     0.08    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:36.965  IDLE                            13.174  0.21      1.77     -0.10   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:36.985  IDLE                            13.143  -0.01     1.49     -0.12   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.005  IDLE                            13.139  0.52      2.64     0.15    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.025  IDLE                            13.140  0.29      1.77     -0.07   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.047  IDLE                            13.130  -1.53     2.08     0.06    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.066  IDLE                            13.124  -0.01     2.77     0.08    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.086  IDLE                            13.106  0.22      3.64     0.02    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.106  IDLE                            13.097  -0.54     3.55     -0.03   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.125  IDLE                            13.093  -0.16     3.27     0.02    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.145  IDLE                            13.094  0.67      3.59     -0.10   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.166  IDLE                            13.080  0.37      3.91     0.13    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.187  IDLE                            13.069  1.80      3.01     0.02    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.205  IDLE                            13.079  -0.40     3.85     0.06    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.225  IDLE                            13.072  0.36      4.20     -0.07   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.246  IDLE                            13.134  -0.02     4.00     -0.19   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.265  IDLE                            13.096  0.36      3.57     0.15    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.285  IDLE                            13.081  0.66      3.91     0.11    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.306  IDLE                            13.061  0.28      4.00     -0.12   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.325  IDLE                            13.060  -0.03     4.25     -0.17   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.345  IDLE                            13.039  0.65      4.82     0.06    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.365  IDLE                            13.095  0.65      4.19     -0.05   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.385  IDLE                            13.057  0.19      4.10     -0.19   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.406  IDLE                            13.046  0.27      4.91     0.11    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.425  IDLE                            13.036  -0.04     3.51     -0.10   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.446  IDLE                            13.028  1.70      4.62     0.15    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.466  IDLE                            13.020  0.26      4.74     -0.12   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.485  IDLE                            13.039  -0.04     4.44     0.09    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.505  IDLE                            13.018  -1.33     5.14     0.02    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.525  IDLE                            13.011  0.49      4.62     0.02    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.545  IDLE                            13.004  0.03      5.37     -0.10   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.565  IDLE                            12.996  0.34      5.03     -0.10   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.585  IDLE                            12.977  0.26      4.99     0.04    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.606  IDLE                            12.987  0.48      5.19     -0.03   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.627  IDLE                            12.992  -0.05     4.76     0.09    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.645  IDLE                            12.994  0.41      4.99     0.02    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.665  IDLE                            12.987  0.41      4.99     -0.05   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.685  IDLE                            12.996  0.63      4.51     0.02    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.709  IDLE                            13.019  -0.66     5.87     0.18    0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:37.725  IDLE                            13.008  -0.43     5.19     0.02    0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:37.749  IDLE                            12.983  0.33      5.92     0.04    0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:37.766  IDLE                            12.974  0.18      5.71     0.02    0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:37.785  IDLE                            12.966  0.63      6.37     0.02    0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:37.805  IDLE                            12.966  0.02      5.44     -0.10   0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:37.825  IDLE                            12.950  -0.51     5.64     -0.01   0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:37.846  IDLE                            12.958  0.55      5.44     -0.01   0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:37.866  IDLE                            12.962  -0.05     5.33     -0.07   0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:37.885  IDLE                            12.964  0.17      5.55     -0.07   0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:37.906  IDLE                            12.781  0.47      5.58     0.06    0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:37.925  IDLE                            12.969  0.55      6.03     -0.07   0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:37.945  IDLE                            12.952  0.39      6.78     0.13    0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:37.965  IDLE                            12.928  -0.67     6.42     0.11    0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:37.987  IDLE                            12.924  0.62      6.85     0.31    0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:39.066  IDLE                            13.225  -3.19     -0.32    -0.08   0        SAFETY  SAFETY  0.0     0.4     0.0   
2026-04-08 16:59:39.085  IDLE                            12.409  0.75      33.14    -0.13   0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:39.105  IDLE                            12.346  0.59      27.43    0.06    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.128  IDLE                            12.507  -1.98     15.14    0.15    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.145  IDLE                            12.652  0.68      9.34     0.10    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.166  IDLE                            12.774  0.30      6.64     0.05    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.185  IDLE                            12.855  0.07      5.41     -0.15   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.206  IDLE                            12.906  0.22      4.82     -0.15   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.226  IDLE                            12.947  0.44      3.73     0.10    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.245  IDLE                            12.972  -0.77     3.57     -0.17   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.266  IDLE                            13.022  0.60      2.65     0.01    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.285  IDLE                            13.025  -4.62     3.20     0.30    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.305  IDLE                            13.053  -0.44     2.60     -0.06   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.325  IDLE                            13.071  -0.06     2.76     -0.01   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.345  IDLE                            13.041  -0.29     2.59     0.01    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.366  IDLE                            13.053  -0.29     1.88     0.12    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.386  IDLE                            13.055  0.09      2.02     0.01    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.406  IDLE                            13.060  0.09      2.19     -0.15   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.425  IDLE                            13.044  0.47      2.48     0.14    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.445  IDLE                            13.081  -0.59     2.38     0.44    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.465  IDLE                            13.054  0.24      2.41     0.01    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.485  IDLE                            13.075  -0.06     1.81     0.17    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.505  IDLE                            13.066  -0.29     1.69     -0.11   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.525  IDLE                            13.074  0.09      1.84     -0.13   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.545  IDLE                            13.054  -0.13     1.80     0.26    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.565  IDLE                            13.060  -0.28     1.89     0.01    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.588  IDLE                            13.074  0.02      1.29     -0.06   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.606  IDLE                            13.058  0.10      1.51     0.10    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.625  IDLE                            13.058  0.02      1.91     0.14    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.645  IDLE                            13.065  0.93      1.83     0.12    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.665  IDLE                            13.077  0.01      1.25     0.00    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.686  IDLE                            13.071  0.39      1.68     0.03    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.705  IDLE                            13.084  0.09      1.42     0.00    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.725  IDLE                            13.082  0.01      1.12     0.05    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:39.745  IDLE                            13.085  0.39      1.61     -0.07   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:40.485  IDLE                            13.202  1.28      -0.51    -0.18   0        SAFETY  SAFETY  0.0     0.5     0.0   
2026-04-08 16:59:40.507  IDLE                            12.386  1.58      32.95    -0.02   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:40.525  IDLE                            12.350  1.05      25.06    -0.09   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.545  IDLE                            12.501  0.66      13.51    0.03    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.566  IDLE                            12.649  0.58      8.36     0.01    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.585  IDLE                            12.803  -0.17     6.54     0.21    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.606  IDLE                            12.865  -0.17     4.86     -0.09   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.625  IDLE                            12.904  0.20      3.72     -0.06   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.645  IDLE                            12.912  0.66      4.01     -0.11   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.668  IDLE                            12.939  -4.33     4.13     -0.11   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.685  IDLE                            13.025  0.67      3.54     0.07    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.706  IDLE                            13.011  0.37      3.75     -0.06   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.726  IDLE                            13.000  0.29      4.38     0.10    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.745  IDLE                            12.971  0.06      4.16     0.01    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.766  IDLE                            12.968  0.52      4.32     -0.20   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.785  IDLE                            12.948  0.67      4.70     -0.13   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.807  IDLE                            12.941  -0.02     4.29     0.10    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.825  IDLE                            12.942  0.28      4.20     0.03    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.845  IDLE                            12.946  -0.32     4.70     0.10    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.866  IDLE                            12.944  0.21      4.38     -0.06   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.885  IDLE                            12.951  0.28      4.43     -0.51   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.906  IDLE                            12.947  -0.10     5.00     -0.13   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.927  IDLE                            12.937  0.21      4.84     0.06    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.945  IDLE                            12.932  -0.32     4.88     -0.10   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.965  IDLE                            12.911  -0.70     5.50     0.01    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:40.985  IDLE                            12.946  -0.70     6.27     0.40    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:41.006  IDLE                            12.917  0.44      6.07     -0.06   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:41.025  IDLE                            12.915  -0.01     4.95     -0.10   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:41.045  IDLE                            12.910  -0.01     5.18     0.17    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:41.065  IDLE                            12.915  -3.34     4.73     -0.01   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:41.085  IDLE                            12.917  0.68      4.70     0.05    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:41.106  IDLE                            12.926  0.23      5.32     -0.01   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:41.125  IDLE                            12.911  0.53      5.18     0.10    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:41.145  IDLE                            12.896  -0.01     6.00     -0.01   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:41.165  IDLE                            12.870  0.45      6.20     0.14    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:41.185  IDLE                            12.914  -1.29     7.00     0.39    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:41.206  IDLE                            12.882  0.38      6.20     -0.13   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:41.525  IDLE                            13.179  -0.52     -0.55    0.08    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:41.546  IDLE                            13.187  -0.29     -0.53    -0.19   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:41.565  IDLE                            13.176  -0.29     -0.23    -0.03   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:41.585  IDLE                            13.167  0.39      -0.46    0.10    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:41.606  IDLE                            13.162  0.01      -0.32    -0.03   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:41.625  IDLE                            13.144  -0.29     -0.52    0.10    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:41.645  IDLE                            13.136  -0.36     -0.54    -0.01   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:41.666  IDLE                            13.154  0.32      -0.52    0.19    0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:41.685  IDLE                            13.140  0.09      -0.47    -0.06   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:41.706  IDLE                            13.141  0.01      -0.60    -0.10   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:41.726  IDLE                            13.149  -0.14     -0.60    -0.03   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:41.746  IDLE                            13.153  0.01      -0.41    -1.21   0        SAFETY  SAFETY  0.0     0.6     0.0   
2026-04-08 16:59:41.767  IDLE                            12.362  0.69      32.95    0.06    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:41.785  IDLE                            12.330  0.69      26.22    0.02    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:41.806  IDLE                            12.468  0.39      14.18    -0.07   0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:41.826  IDLE                            12.629  0.38      8.36     0.18    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:41.846  IDLE                            12.724  0.08      6.63     0.11    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:41.868  IDLE                            12.757  -0.22     4.63     -0.19   0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:41.885  IDLE                            12.834  0.01      3.90     -0.12   0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:41.906  IDLE                            12.869  0.01      3.52     0.09    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:41.926  IDLE                            12.914  0.31      2.59     0.11    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:41.945  IDLE                            12.951  0.00      2.40     0.09    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:41.965  IDLE                            12.970  0.61      2.57     0.18    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:41.985  IDLE                            12.968  0.53      2.28     0.11    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:42.006  IDLE                            12.982  -0.23     2.04     -0.07   0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:42.025  IDLE                            12.978  -1.13     2.28     0.02    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:42.045  IDLE                            12.983  0.38      1.93     0.17    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:42.065  IDLE                            12.986  0.00      2.76     -0.17   0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:42.126  IDLE                            13.070  1.06      -0.62    -0.12   0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:42.145  IDLE                            13.091  0.45      -0.59    0.17    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:42.166  IDLE                            13.101  0.14      -0.57    -0.12   0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:42.187  IDLE                            13.114  0.07      -0.61    0.02    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:42.206  IDLE                            13.109  -0.01     -0.31    0.04    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:42.225  IDLE                            13.114  0.52      -0.69    0.15    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:42.245  IDLE                            13.300  0.59      -0.58    0.06    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:42.265  IDLE                            13.214  -0.32     -0.60    0.04    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:42.286  IDLE                            13.205  -0.77     -0.37    0.24    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:42.306  IDLE                            13.166  -4.24     -0.62    0.10    0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:42.326  IDLE                            13.150  0.01      -0.77    -0.15   0        SAFETY  SAFETY  0.0     0.8     0.0   
2026-04-08 16:59:42.345  IDLE                            13.146  0.08      -0.45    -0.17   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:42.365  IDLE                            13.125  0.39      -0.56    0.01    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:42.385  IDLE                            13.126  0.23      -0.65    -0.05   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:42.409  IDLE                            13.126  0.31      -0.76    -0.12   0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:42.426  IDLE                            13.123  0.23      -0.57    0.17    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 16:59:42.445  IDLE                            13.148  0.00      -0.57    0.01    0        SAFETY  SAFETY  0.0     0.7     0.0   
2026-04-08 17:00:17.516  BAT                             13.292  —         —        —       —        —       —       —       —       —     
2026-04-08 17:02:17.516  BAT                             13.263  —         —        —       —        —       —       —       —       —     
2026-04-08 17:07:51.726  BAT                             13.334  —         —        —       —        —       —       —       —       —     

Entries : 195 total  (189 FSM, 3 BAT, 0 CRASH, 2 BOOT, 1 TIME_SET)
Time    : 2026-04-08 16:58:48.000  →  2026-04-08 17:07:51.726
Duration: 543.7 s  (9.1 min)
Battery : 12.042 V – 13.334 V

BOOT events:
  1970-01-01 00:00:00.000  rst=POWERON  wake=NORMAL
  1970-01-01 00:00:00.000  rst=POWERON  wake=NORMAL

TIME_SET events:
  2026-04-08 16:58:48.000
